,Country name,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption
294,Serbia,2016,5.752999999999999,9.687999999999999,0.895,67.4,0.614,-0.068,0.89
295,Montenegro,2020,5.722,9.913,0.887,68.9,0.802,0.06,0.845
296,Paraguay,2017,5.712999999999999,9.441,0.902,65.5,0.8909999999999999,0.003,0.81
297,Peru,2017,5.711,9.434,0.83,67.8,0.8270000000000001,-0.154,0.895
298,Portugal,2017,5.711,10.407,0.9,72.2,0.905,-0.17600000000000002,0.8809999999999999
299,Colombia,2020,5.709,9.495,0.797,68.3,0.84,-0.085,0.8079999999999999
300,Peru,2016,5.7010000000000005,9.426,0.8029999999999999,67.5,0.83,-0.134,0.866
301,Kyrgyzstan,2019,5.685,8.567,0.877,64.4,0.92,-0.002,0.885
302,Moldova,2018,5.682,9.423,0.892,65.0,0.8240000000000001,-0.084,0.929
303,Peru,2018,5.68,9.456,0.845,68.1,0.83,-0.17800000000000002,0.9059999999999999
304,Bolivia,2019,5.6739999999999995,9.074,0.784,63.9,0.8809999999999999,-0.086,0.857
305,Hong Kong S.A.R. of China,2019,5.659,11.0,0.856,,0.727,0.067,0.43200000000000005
306,Paraguay,2019,5.653,9.448,0.892,65.9,0.8759999999999999,0.027999999999999997,0.882
307,Bolivia,2017,5.651,9.039,0.779,63.3,0.884,-0.12,0.8190000000000001
308,Montenegro,2018,5.65,9.934,0.856,68.5,0.626,-0.051,0.769
309,Estonia,2016,5.65,10.374,0.938,68.2,0.843,-0.149,0.639
310,Honduras,2016,5.648,8.593,0.774,66.8,0.85,0.08,0.7929999999999999
311,Libya,2017,5.647,9.491,0.823,62.3,0.779,-0.019,0.6729999999999999
312,Kyrgyzstan,2017,5.63,8.526,0.883,63.8,0.8590000000000001,0.14300000000000002,0.8740000000000001
313,Croatia,2019,5.626,10.258,0.9359999999999999,70.8,0.7390000000000001,-0.13699999999999998,0.932
314,Montenegro,2017,5.615,9.885,0.8809999999999999,68.3,0.626,-0.083,0.7559999999999999
315,Mauritius,2016,5.61,9.935,0.836,65.8,0.8190000000000001,0.139,0.8909999999999999
316,Turkey,2017,5.607,10.238,0.8759999999999999,66.4,0.644,-0.237,0.6709999999999999
317,Dominican Republic,2017,5.605,9.725,0.894,65.5,0.855,-0.121,0.76
318,Bulgaria,2020,5.598,9.991,0.9159999999999999,67.2,0.818,-0.004,0.9009999999999999
319,Philippines,2017,5.593999999999999,9.002,0.851,61.8,0.9259999999999999,-0.141,0.711
320,Russia,2017,5.579,10.166,0.8959999999999999,63.9,0.731,-0.145,0.862
321,Moldova,2016,5.577999999999999,9.3,0.8370000000000001,63.6,0.557,-0.047,0.9690000000000001
